expname blocknr subjectnr cond item pagenr code code2 ffdur ffqual ffbck ffin ffout rpdur rpqual rpcnt rpsacc rpout tgdur tgqual tgcnt tgsacc tgout gdur gqual gcnt gsacc gbck gout totfixdur totfixcnt NumFixQualNot0 totfixQual0dur totfixQual0cnt
eye 71 31 EEN_MATCH_MIS 009 17 2 0 172 0 2 22 22 172 0 1 0 22 172 0 1 0 22 172 0 1 0 2 22 794 3 0 794 3
eye 71 31 EEN_MATCH_MIS 009 17 3 0 192 0 1 22 20 640 0 3 36 28 330 0 2 0 20 192 0 1 0 1 20 442 3 0 442 3
eye 71 31 EEN_MATCH_MIS 009 17 4 0 294 0 1 28 28 1936 0 8 150 66 1520 0 7 82 18 294 0 1 0 1 28 1660 8 0 1660 8
eye 71 31 EEN_MATCH_MIS 009 17 5 0 132 0 0 66 18 1144 0 5 66 22 1144 0 5 66 18 1144 0 5 66 2 22 1078 5 0 1078 5
eye 71 31 EEN_MATCH_MIS 009 17 6 0 214 0 2 22 20 214 0 1 0 20 214 0 1 0 20 214 0 1 0 2 20 214 1 0 214 1
eye 71 31 EEN_MATCH_MIS 009 17 8 0 430 0 0 20 18 922 0 3 38 18 922 0 3 38 18 922 0 3 38 2 18 1190 4 0 1190 4
eye 71 31 EEN_MATCH_MIS 009 17 9 0 224 0 0 18 14 1134 0 5 80 20 428 0 2 14 20 428 0 2 14 1 20 414 2 0 414 2
eye 71 31 GEEN_MIS_MATCH 020 18 1 0 92 0 0 0 16 1060 0 4 46 20 1060 0 4 46 20 1060 0 4 46 2 20 1248 5 0 1248 5
eye 71 31 GEEN_MIS_MATCH 020 18 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 422 3 0 422 3
eye 71 31 GEEN_MIS_MATCH 020 18 3 0 164 0 1 20 10 1698 0 7 96 22 1264 0 5 36 22 164 0 1 0 1 10 1228 5 0 1228 5
eye 71 31 GEEN_MIS_MATCH 020 18 5 0 668 0 0 22 52 1104 0 2 52 22 1104 0 2 52 22 1104 0 2 52 2 22 1052 2 0 1052 2
eye 71 31 GEEN_MIS_MATCH 020 18 6 0 198 0 0 22 16 430 6 2 16 116 430 6 2 16 116 430 6 2 16 2 116 414 2 1 198 1
eye 71 31 GEEN_MIS_MATCH 020 18 8 0 532 1 0 116 14 1660 1 5 80 34 1324 1 3 26 34 1324 1 3 26 1 34 1298 3 1 766 2
eye 71 31 GEEN_MIS_MATCH 020 18 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 71 31 EEN_MIS_MIS 002 19 1 0 374 0 2 0 20 374 0 1 0 20 374 0 1 0 20 374 0 1 0 2 20 530 2 0 530 2
eye 71 31 EEN_MIS_MIS 002 19 2 0 174 0 2 20 20 174 0 1 0 20 174 0 1 0 20 174 0 1 0 2 20 972 3 0 972 3
eye 71 31 EEN_MIS_MIS 002 19 3 0 178 0 1 20 18 1112 0 3 40 20 674 0 2 0 18 178 0 1 0 1 18 922 3 0 922 3
eye 71 31 EEN_MIS_MIS 002 19 5 0 216 2 0 20 168 658 2 3 18 20 658 2 3 18 20 658 2 3 18 2 20 986 5 1 770 4
eye 71 31 EEN_MIS_MIS 002 19 6 0 230 0 0 20 18 568 0 2 18 16 568 0 2 18 16 568 0 2 18 2 16 916 4 0 916 4
eye 71 31 EEN_MIS_MIS 002 19 8 0 216 0 1 16 12 550 0 3 32 22 378 0 2 0 22 216 0 1 0 1 12 1246 5 0 1246 5
eye 71 31 EEN_MIS_MIS 002 19 9 0 214 0 1 22 18 3374 0 12 220 22 930 0 3 20 22 214 0 1 0 1 18 910 3 0 910 3
eye 71 31 EEN_MATCH_MATCH 011 20 1 0 298 0 0 0 20 1304 2 4 168 18 1304 2 4 168 18 1304 2 4 168 2 18 1136 4 2 724 2
eye 71 31 EEN_MATCH_MATCH 011 20 2 0 158 0 2 18 18 158 0 1 0 18 158 0 1 0 18 158 0 1 0 2 18 158 1 0 158 1
eye 71 31 EEN_MATCH_MATCH 011 20 3 0 220 0 0 18 12 556 0 2 12 26 556 0 2 12 26 556 0 2 12 2 26 544 2 0 544 2
eye 71 31 EEN_MATCH_MATCH 011 20 5 0 454 0 0 26 32 1168 0 2 32 18 1168 0 2 32 18 1168 0 2 32 2 18 1690 5 0 1690 5
eye 71 31 EEN_MATCH_MATCH 011 20 6 0 132 0 1 18 30 1224 0 6 120 18 568 0 3 18 18 132 0 1 0 1 30 550 3 0 550 3
eye 71 31 EEN_MATCH_MATCH 011 20 8 0 156 0 0 18 22 1734 0 4 60 0 1734 0 4 60 20 1734 0 4 60 2 0 1674 4 0 1674 4
eye 71 31 EEN_MATCH_MATCH 011 20 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 71 31 GEEN_MIS_MIS 006 21 1 0 256 0 0 0 14 1430 2 2 14 22 1430 2 2 14 22 1430 2 2 14 2 22 3276 7 1 2996 6
eye 71 31 GEEN_MIS_MIS 006 21 2 0 192 0 2 22 20 192 0 1 0 20 192 0 1 0 20 192 0 1 0 2 20 980 4 0 980 4
eye 71 31 GEEN_MIS_MIS 006 21 3 0 458 0 0 20 20 632 0 2 20 18 632 0 2 20 18 632 0 2 20 2 18 1326 6 0 1326 6
eye 71 31 GEEN_MIS_MIS 006 21 4 0 246 0 0 18 20 1564 0 6 84 38 1564 0 6 84 22 1564 0 6 84 2 38 2104 7 0 2104 7
eye 71 31 GEEN_MIS_MIS 006 21 5 0 242 0 0 38 22 2478 2 9 262 28 1260 2 5 170 22 638 2 2 22 1 22 1428 7 3 1034 4
eye 71 31 GEEN_MIS_MIS 006 21 6 0 244 0 2 28 20 244 0 1 0 20 244 0 1 0 20 244 0 1 0 2 20 832 3 0 832 3
eye 71 31 GEEN_MIS_MIS 006 21 8 0 250 0 0 20 22 2254 0 8 116 20 2254 0 8 116 20 2254 0 8 116 2 20 2590 9 0 2590 9
eye 71 31 GEEN_MIS_MIS 006 21 9 0 536 0 1 20 36 5284 2 15 510 36 536 0 1 0 36 536 0 1 0 1 36 536 1 0 536 1
eye 71 31 GEEN_MIS_MIS 022 22 1 0 278 0 0 0 16 424 2 2 16 20 424 2 2 16 20 424 2 2 16 2 20 904 4 1 752 3
eye 71 31 GEEN_MIS_MIS 022 22 2 0 294 0 2 20 16 294 2 1 0 16 294 2 1 0 16 294 2 1 0 2 16 528 2 1 294 1
eye 71 31 GEEN_MIS_MIS 022 22 3 0 226 0 0 16 16 818 0 3 34 24 818 0 3 34 18 818 0 3 34 2 24 1272 5 0 1272 5
eye 71 31 GEEN_MIS_MIS 022 22 4 0 226 0 0 24 18 2396 2 10 312 16 1290 0 6 80 34 740 0 3 34 1 34 1210 6 0 1210 6
eye 71 31 GEEN_MIS_MIS 022 22 5 0 474 0 0 16 58 852 0 2 58 18 852 0 2 58 18 852 0 2 58 2 18 1068 3 0 1068 3
eye 71 31 GEEN_MIS_MIS 022 22 6 0 390 0 1 18 16 1206 0 4 50 18 898 0 3 16 18 390 0 1 0 1 16 882 3 0 882 3
eye 71 31 GEEN_MIS_MIS 022 22 8 0 260 0 2 18 22 260 0 1 0 22 260 0 1 0 22 260 0 1 0 2 22 1322 6 0 1322 6
eye 71 31 GEEN_MIS_MIS 022 22 9 0 192 0 1 22 16 2290 2 10 164 0 732 2 4 12 12 192 2 1 0 1 16 720 4 2 408 2
eye 71 31 EEN_MATCH_MIS 001 23 1 0 268 0 0 0 20 494 0 2 20 20 494 0 2 20 20 494 0 2 20 2 20 812 4 0 812 4
eye 71 31 EEN_MATCH_MIS 001 23 2 0 190 0 2 20 20 190 0 1 0 20 190 0 1 0 20 190 0 1 0 2 20 592 3 0 592 3
eye 71 31 EEN_MATCH_MIS 001 23 3 0 178 0 1 20 12 1166 0 6 94 22 332 0 2 0 22 178 0 1 0 1 12 1008 4 0 1008 4
eye 71 31 EEN_MATCH_MIS 001 23 5 0 400 0 0 22 14 1492 0 4 62 22 1492 0 4 62 22 1492 0 4 62 2 22 1430 4 0 1430 4
eye 71 31 EEN_MATCH_MIS 001 23 6 0 168 0 0 22 20 500 0 2 20 18 500 0 2 20 18 500 0 2 20 2 18 480 2 0 480 2
eye 71 31 EEN_MATCH_MIS 001 23 8 0 160 0 0 18 20 2334 0 6 84 0 1594 0 4 20 18 862 0 2 20 1 18 1574 4 0 1574 4
eye 71 31 EEN_MATCH_MIS 001 23 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 71 31 GEEN_MIS_MATCH 012 24 1 0 266 0 0 0 18 654 2 2 18 20 654 2 2 18 20 654 2 2 18 2 20 1150 4 1 762 3
eye 71 31 GEEN_MIS_MATCH 012 24 2 0 210 0 2 20 14 210 0 1 0 14 210 0 1 0 14 210 0 1 0 2 14 734 3 0 734 3
eye 71 31 GEEN_MIS_MATCH 012 24 3 0 204 0 1 14 16 886 2 4 54 22 532 2 3 20 22 204 2 1 0 1 16 1884 10 2 1448 8
eye 71 31 GEEN_MIS_MATCH 012 24 4 0 174 0 0 22 10 814 2 4 220 34 814 2 4 220 188 814 2 4 220 2 34 1216 8 2 980 6
eye 71 31 GEEN_MIS_MATCH 012 24 5 0 182 0 0 34 10 888 2 4 94 22 888 2 4 94 22 888 2 4 94 2 22 1574 7 1 1334 6
eye 71 31 GEEN_MIS_MATCH 012 24 6 0 312 0 0 22 16 504 0 2 16 20 504 0 2 16 20 504 0 2 16 2 20 844 3 0 844 3
eye 71 31 GEEN_MIS_MATCH 012 24 8 0 194 0 0 20 22 594 0 3 38 28 594 0 3 38 16 594 0 3 38 2 28 892 5 0 892 5
eye 71 31 GEEN_MIS_MATCH 012 24 9 0 240 2 1 28 678 7304 2 25 1470 22 1668 2 5 18 22 240 6 1 0 1 678 1650 5 1 1410 4
eye 71 31 GEEN_MIS_MATCH 028 25 1 0 390 0 2 0 22 390 0 1 0 22 390 0 1 0 22 390 0 1 0 2 22 820 4 0 820 4
eye 71 31 GEEN_MIS_MATCH 028 25 2 0 180 0 2 22 20 180 0 1 0 20 180 0 1 0 20 180 0 1 0 2 20 692 3 0 692 3
eye 71 31 GEEN_MIS_MATCH 028 25 3 0 382 0 0 20 18 1138 0 4 50 26 742 0 3 18 22 592 0 2 18 1 22 1702 6 0 1702 6
eye 71 31 GEEN_MIS_MATCH 028 25 5 0 258 0 0 26 20 462 0 2 20 20 462 0 2 20 20 462 0 2 20 2 20 854 4 0 854 4
eye 71 31 GEEN_MIS_MATCH 028 25 6 0 192 0 0 20 16 616 0 2 16 18 616 0 2 16 18 616 0 2 16 2 18 1082 4 0 1082 4
eye 71 31 GEEN_MIS_MATCH 028 25 8 0 168 0 0 18 22 456 0 2 22 24 456 0 2 22 24 456 0 2 22 2 24 1154 5 0 1154 5
eye 71 31 GEEN_MIS_MATCH 028 25 9 0 182 0 0 24 14 4546 2 19 588 44 1054 2 5 266 20 504 2 3 34 1 14 788 5 2 470 3
eye 71 31 GEEN_MATCH_MATCH 007 26 1 0 256 0 0 0 18 464 0 2 18 20 464 0 2 18 20 464 0 2 18 2 20 1092 4 0 1092 4
eye 71 31 GEEN_MATCH_MATCH 007 26 2 0 184 0 2 20 18 184 0 1 0 18 184 0 1 0 18 184 0 1 0 2 18 992 5 0 992 5
eye 71 31 GEEN_MATCH_MATCH 007 26 3 0 262 0 0 18 18 1160 2 5 74 22 924 2 4 34 16 620 2 3 34 1 20 2118 7 1 1652 6
eye 71 31 GEEN_MATCH_MATCH 007 26 4 0 168 0 0 22 18 640 2 3 30 22 640 2 3 30 12 640 2 3 30 2 22 974 5 1 824 4
eye 71 31 GEEN_MATCH_MATCH 007 26 5 0 246 2 0 22 50 1118 2 3 104 18 1118 2 3 104 18 1118 2 3 104 2 18 1224 4 2 496 2
eye 71 31 GEEN_MATCH_MATCH 007 26 6 0 150 0 1 18 12 1384 2 6 228 18 1144 2 5 198 18 150 2 1 0 1 12 946 5 2 598 3
eye 71 31 GEEN_MATCH_MATCH 007 26 8 0 172 0 0 18 20 3164 2 9 390 34 1072 0 3 42 34 1072 0 3 42 1 34 1400 5 0 1400 5
eye 71 31 GEEN_MATCH_MATCH 007 26 9 0 262 0 1 16 18 2052 0 8 164 0 412 0 2 0 18 262 0 1 0 1 18 412 2 0 412 2
eye 71 31 GEEN_MATCH_MIS 021 27 1 0 400 0 2 0 22 400 0 1 0 22 400 0 1 0 22 400 0 1 0 2 22 1664 4 0 1664 4
eye 71 31 GEEN_MATCH_MIS 021 27 2 0 186 0 2 22 18 186 2 1 0 18 186 2 1 0 18 186 2 1 0 2 18 1796 7 1 1160 6
eye 71 31 GEEN_MATCH_MIS 021 27 3 0 234 0 1 18 18 3966 2 10 304 26 1586 2 5 18 28 234 2 1 0 1 18 1906 7 1 1750 6
eye 71 31 GEEN_MATCH_MIS 021 27 5 0 226 0 0 26 20 424 2 2 20 16 424 2 2 20 16 424 2 2 20 2 16 660 4 2 404 2
eye 71 31 GEEN_MATCH_MIS 021 27 6 0 272 0 0 16 16 482 0 2 16 18 482 0 2 16 18 482 0 2 16 2 18 538 3 0 538 3
eye 71 31 GEEN_MATCH_MIS 021 27 8 0 166 0 0 18 20 1192 0 6 86 18 1192 0 6 86 16 1192 0 6 86 2 18 1106 6 0 1106 6
eye 71 31 GEEN_MATCH_MIS 021 27 9 0 208 0 0 18 14 2716 2 12 386 40 918 0 3 34 14 918 0 3 34 1 40 884 3 0 884 3
eye 71 31 EEN_MIS_MATCH 016 28 1 0 274 0 0 0 18 440 0 2 18 20 440 0 2 18 20 440 0 2 18 2 20 2922 8 0 2922 8
eye 71 31 EEN_MIS_MATCH 016 28 2 0 230 0 1 20 22 1714 0 6 88 20 634 0 3 0 22 230 0 1 0 1 22 824 4 0 824 4
eye 71 31 EEN_MIS_MATCH 016 28 3 0 232 0 0 20 16 420 0 2 16 18 420 0 2 16 18 420 0 2 16 2 18 2648 7 0 2648 7
eye 71 31 EEN_MIS_MATCH 016 28 4 0 276 0 0 18 14 1240 0 4 52 48 762 0 3 14 20 512 0 2 14 1 20 748 3 0 748 3
eye 71 31 EEN_MIS_MATCH 016 28 5 0 348 2 2 48 228 348 6 1 0 228 348 6 1 0 228 348 6 1 0 2 228 348 1 1 0 0
eye 71 31 EEN_MIS_MATCH 016 28 6 0 278 1 0 228 20 710 1 2 20 20 710 1 2 20 20 710 1 2 20 2 20 774 3 1 496 2
eye 71 31 EEN_MIS_MATCH 016 28 8 0 216 0 0 20 20 5038 0 13 286 40 1202 0 4 36 32 784 0 3 36 1 32 1166 4 0 1166 4
eye 71 31 EEN_MIS_MATCH 016 28 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 71 31 GEEN_MIS_MIS 014 29 1 0 422 0 2 0 20 422 0 1 0 20 422 0 1 0 20 422 0 1 0 2 20 782 2 0 782 2
eye 71 31 GEEN_MIS_MIS 014 29 2 0 282 0 2 20 20 282 2 1 0 20 282 2 1 0 20 282 2 1 0 2 20 1932 5 2 892 3
eye 71 31 GEEN_MIS_MIS 014 29 3 0 170 0 0 20 18 898 0 4 62 20 898 0 4 62 20 898 0 4 62 2 20 2026 9 0 2026 9
eye 71 31 GEEN_MIS_MIS 014 29 4 0 228 0 1 20 18 2108 2 9 324 46 1736 2 8 284 20 228 2 1 0 1 18 1452 8 2 1224 6
eye 71 31 GEEN_MIS_MIS 014 29 5 0 166 0 0 46 16 1544 0 6 86 24 1544 0 6 86 20 1544 0 6 86 2 24 1458 6 0 1458 6
eye 71 31 GEEN_MIS_MIS 014 29 6 0 152 0 0 24 20 468 0 2 20 22 468 0 2 20 22 468 0 2 20 2 22 448 2 0 448 2
eye 71 31 GEEN_MIS_MIS 014 29 8 0 184 0 0 22 14 4434 2 13 368 22 1228 0 4 30 22 864 0 3 30 1 42 1198 4 0 1198 4
eye 71 31 GEEN_MIS_MIS 014 29 9 0 360 0 0 22 0 360 0 1 0 0 360 0 1 0 0 360 0 1 0 2 0 360 1 0 360 1
eye 71 31 GEEN_MATCH_MIS 005 30 1 0 128 0 0 0 14 960 0 4 52 26 960 0 4 52 26 960 0 4 52 2 26 966 5 0 966 5
eye 71 31 GEEN_MATCH_MIS 005 30 2 0 248 0 2 26 20 248 0 1 0 20 248 0 1 0 20 248 0 1 0 2 20 432 2 0 432 2
eye 71 31 GEEN_MATCH_MIS 005 30 3 0 204 0 2 20 24 204 2 1 0 24 204 2 1 0 24 204 2 1 0 2 24 748 4 1 582 3
eye 71 31 GEEN_MATCH_MIS 005 30 4 0 538 0 0 24 18 2594 2 8 236 22 2098 2 6 90 22 1052 2 3 36 1 28 2008 6 1 1690 5
eye 71 31 GEEN_MATCH_MIS 005 30 5 0 176 0 0 22 14 1478 0 7 118 20 1034 0 5 52 20 506 0 2 14 1 24 982 5 0 982 5
eye 71 31 GEEN_MATCH_MIS 005 30 6 0 262 0 2 20 18 262 0 1 0 18 262 0 1 0 18 262 0 1 0 2 18 262 1 0 262 1
eye 71 31 GEEN_MATCH_MIS 005 30 8 0 220 0 0 18 18 408 0 2 18 18 408 0 2 18 18 408 0 2 18 2 18 572 3 0 572 3
eye 71 31 GEEN_MATCH_MIS 005 30 9 0 150 0 1 18 24 704 0 4 94 48 370 0 2 0 24 150 0 1 0 1 24 370 2 0 370 2
eye 71 31 GEEN_MIS_MATCH 004 31 1 0 396 0 2 0 20 396 0 1 0 20 396 0 1 0 20 396 0 1 0 2 20 740 2 0 740 2
eye 71 31 GEEN_MIS_MATCH 004 31 2 0 174 0 2 20 22 174 0 1 0 22 174 0 1 0 22 174 0 1 0 2 22 174 1 0 174 1
eye 71 31 GEEN_MIS_MATCH 004 31 3 0 176 0 0 22 18 534 0 2 18 28 534 0 2 18 18 534 0 2 18 2 28 958 4 0 958 4
eye 71 31 GEEN_MIS_MATCH 004 31 5 0 472 0 0 28 38 2234 0 6 106 16 2234 0 6 106 14 2234 0 6 106 2 16 2128 6 0 2128 6
eye 71 31 GEEN_MIS_MATCH 004 31 6 0 564 0 2 16 18 564 0 1 0 18 564 0 1 0 18 564 0 1 0 2 18 564 1 0 564 1
eye 71 31 GEEN_MIS_MATCH 004 31 8 0 406 0 0 18 14 852 0 3 36 20 852 0 3 36 20 852 0 3 36 2 20 816 3 0 816 3
eye 71 31 GEEN_MIS_MATCH 004 31 9 0 996 0 1 20 26 1848 0 4 66 26 996 0 1 0 26 996 0 1 0 1 26 996 1 0 996 1
eye 71 31 EEN_MATCH_MIS 025 32 1 0 362 0 2 0 24 362 2 1 0 24 362 2 1 0 24 362 2 1 0 2 24 2454 8 1 2284 7
eye 71 31 EEN_MATCH_MIS 025 32 2 0 160 0 2 24 22 160 2 1 0 22 160 2 1 0 22 160 2 1 0 2 22 1854 3 1 1234 2
eye 71 31 EEN_MATCH_MIS 025 32 3 0 108 0 1 22 26 3496 2 9 306 22 684 0 3 0 26 108 0 1 0 1 26 1410 6 0 1410 6
eye 71 31 EEN_MATCH_MIS 025 32 4 0 250 0 0 22 20 1290 0 5 86 38 836 0 3 30 38 836 0 3 30 1 38 1060 4 0 1060 4
eye 71 31 EEN_MATCH_MIS 025 32 5 0 224 0 0 14 26 586 2 2 26 18 586 2 2 26 18 586 2 2 26 2 18 892 4 2 560 2
eye 71 31 EEN_MATCH_MIS 025 32 6 0 232 0 1 18 28 1006 2 4 202 22 472 0 2 0 28 232 0 1 0 1 28 616 3 0 616 3
eye 71 31 EEN_MATCH_MIS 025 32 8 0 364 0 0 22 18 4554 0 14 252 18 2352 0 8 56 18 1060 0 3 34 1 18 2398 9 0 2398 9
eye 71 31 EEN_MATCH_MIS 025 32 9 0 166 0 1 18 14 282 0 2 14 14 166 0 1 0 14 166 0 1 0 1 14 166 1 0 166 1
eye 71 39 EEN_MATCH_MATCH 003 1 1 0 160 0 0 0 14 560 0 2 14 26 560 0 2 14 26 560 0 2 14 2 26 1132 4 0 1132 4
eye 71 39 EEN_MATCH_MATCH 003 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 1 0 180 1
eye 71 39 EEN_MATCH_MATCH 003 1 3 0 342 0 0 26 24 958 0 2 24 20 958 0 2 24 20 958 0 2 24 2 20 934 2 0 934 2
eye 71 39 EEN_MATCH_MATCH 003 1 4 0 206 0 0 20 20 1744 0 8 138 26 1386 0 7 78 26 1200 0 6 78 1 46 1308 7 0 1308 7
eye 71 39 EEN_MATCH_MATCH 003 1 5 0 218 0 0 26 14 346 0 2 14 30 346 0 2 14 30 346 0 2 14 2 30 332 2 0 332 2
eye 71 39 EEN_MATCH_MATCH 003 1 6 0 160 0 0 30 20 608 0 3 38 18 608 0 3 38 20 608 0 3 38 2 18 570 3 0 570 3
eye 71 39 EEN_MATCH_MATCH 003 1 8 0 310 0 0 18 18 460 0 2 18 18 460 0 2 18 18 460 0 2 18 2 18 612 3 0 612 3
eye 71 39 EEN_MATCH_MATCH 003 1 9 0 188 0 1 18 16 974 0 5 102 46 234 0 2 0 46 188 0 1 0 1 16 234 2 0 234 2
eye 71 39 EEN_MIS_MATCH 016 2 1 0 250 0 0 0 14 422 0 2 14 26 422 0 2 14 26 422 0 2 14 2 26 870 4 0 870 4
eye 71 39 EEN_MIS_MATCH 016 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 71 39 EEN_MIS_MATCH 016 2 3 0 356 0 0 26 22 714 0 2 22 20 714 0 2 22 20 714 0 2 22 2 20 1366 5 0 1366 5
eye 71 39 EEN_MIS_MATCH 016 2 4 0 190 0 0 20 14 524 0 2 14 36 524 0 2 14 36 524 0 2 14 2 36 510 2 0 510 2
eye 71 39 EEN_MIS_MATCH 016 2 5 0 174 0 0 36 16 386 0 2 16 30 386 0 2 16 16 386 0 2 16 2 30 370 2 0 370 2
eye 71 39 EEN_MIS_MATCH 016 2 6 0 236 0 2 30 18 236 0 1 0 18 236 0 1 0 18 236 0 1 0 2 18 236 1 0 236 1
eye 71 39 EEN_MIS_MATCH 016 2 8 0 172 0 0 18 22 1184 0 5 82 22 1184 0 5 82 16 1184 0 5 82 2 22 1102 5 0 1102 5
eye 71 39 EEN_MIS_MATCH 016 2 9 0 256 0 1 22 38 1514 0 6 122 38 256 0 1 0 38 256 0 1 0 1 38 256 1 0 256 1
eye 71 39 GEEN_MATCH_MIS 029 3 1 0 424 0 0 0 20 1074 0 4 56 24 1074 0 4 56 24 1074 0 4 56 2 24 1448 6 0 1448 6
eye 71 39 GEEN_MATCH_MIS 029 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
eye 71 39 GEEN_MATCH_MIS 029 3 3 0 234 0 0 24 14 1096 0 5 72 18 1096 0 5 72 18 1096 0 5 72 2 18 1024 5 0 1024 5
eye 71 39 GEEN_MATCH_MIS 029 3 5 0 172 0 2 18 46 172 0 1 0 46 172 0 1 0 46 172 0 1 0 2 46 534 2 0 534 2
eye 71 39 GEEN_MATCH_MIS 029 3 6 0 142 0 1 46 20 524 0 2 20 20 142 0 1 0 20 142 0 1 0 1 20 440 2 0 440 2
eye 71 39 GEEN_MATCH_MIS 029 3 8 0 172 0 1 36 16 672 0 3 40 24 334 0 2 0 24 172 0 1 0 1 16 334 2 0 334 2
eye 71 39 GEEN_MATCH_MIS 029 3 9 0 250 0 0 24 26 1654 0 7 166 48 1158 0 5 100 48 1158 0 5 100 1 48 1058 5 0 1058 5
eye 71 39 EEN_MIS_MIS 018 4 1 0 46 0 0 0 16 410 0 3 26 22 410 0 3 26 22 410 0 3 26 2 22 708 4 0 708 4
eye 71 39 EEN_MIS_MIS 018 4 2 0 278 0 2 22 26 278 0 1 0 26 278 0 1 0 26 278 0 1 0 2 26 472 2 0 472 2
eye 71 39 EEN_MIS_MIS 018 4 3 0 158 0 0 26 16 864 0 4 48 26 864 0 4 48 26 864 0 4 48 2 26 1334 6 0 1334 6
eye 71 39 EEN_MIS_MIS 018 4 4 0 346 0 0 26 22 400 0 2 22 40 400 0 2 22 40 400 0 2 22 2 40 378 2 0 378 2
eye 71 39 EEN_MIS_MIS 018 4 5 0 174 0 0 40 18 362 0 2 18 22 362 0 2 18 18 362 0 2 18 2 22 344 2 0 344 2
eye 71 39 EEN_MIS_MIS 018 4 6 0 236 0 2 22 30 236 0 1 0 30 236 0 1 0 30 236 0 1 0 2 30 680 2 0 680 2
eye 71 39 EEN_MIS_MIS 018 4 8 0 146 0 0 30 18 1284 0 5 82 32 798 0 4 40 32 326 0 2 18 1 18 758 4 0 758 4
eye 71 39 EEN_MIS_MIS 018 4 9 0 262 0 0 32 16 1548 0 6 122 48 406 0 2 16 48 406 0 2 16 1 48 390 2 0 390 2
eye 71 39 EEN_MIS_MATCH 024 5 1 0 432 0 2 0 18 432 0 1 0 18 432 0 1 0 18 432 0 1 0 2 18 1742 6 0 1742 6
eye 71 39 EEN_MIS_MATCH 024 5 2 0 206 0 2 18 14 206 0 1 0 14 206 0 1 0 14 206 0 1 0 2 14 790 4 0 790 4
eye 71 39 EEN_MIS_MATCH 024 5 3 0 214 0 0 14 18 406 0 2 18 24 406 0 2 18 24 406 0 2 18 2 24 2256 9 0 2256 9
eye 71 39 EEN_MIS_MATCH 024 5 4 0 188 0 1 24 26 2036 0 8 140 48 1284 0 5 48 48 188 0 1 0 1 26 2766 12 0 2766 12
eye 71 39 EEN_MIS_MATCH 024 5 5 0 210 0 0 48 22 888 0 2 22 24 888 0 2 22 22 888 0 2 22 2 24 1328 4 0 1328 4
eye 71 39 EEN_MIS_MATCH 024 5 6 0 132 0 2 24 22 132 0 1 0 22 132 0 1 0 22 132 0 1 0 2 22 784 3 0 784 3
eye 71 39 EEN_MIS_MATCH 024 5 8 0 168 0 0 22 18 986 0 5 72 22 706 0 4 36 22 310 0 2 18 1 22 1432 7 0 1432 7
eye 71 39 EEN_MIS_MATCH 024 5 9 0 172 0 1 22 18 8392 0 30 652 26 1508 0 5 32 16 172 0 1 0 1 18 1476 5 0 1476 5
eye 71 39 GEEN_MIS_MATCH 012 6 1 0 186 0 0 0 16 758 0 4 52 16 758 0 4 52 14 758 0 4 52 2 16 1018 5 0 1018 5
eye 71 39 GEEN_MIS_MATCH 012 6 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 166 1 0 166 1
eye 71 39 GEEN_MIS_MATCH 012 6 3 0 162 0 0 16 20 756 0 4 52 28 756 0 4 52 16 756 0 4 52 2 28 1404 8 0 1404 8
eye 71 39 GEEN_MIS_MATCH 012 6 4 0 170 0 0 28 18 2170 2 9 286 30 1490 2 6 180 36 1164 2 5 180 1 36 1310 6 2 880 4
eye 71 39 GEEN_MIS_MATCH 012 6 5 0 198 0 0 30 58 576 0 3 72 34 576 0 3 72 14 576 0 3 72 2 34 504 3 0 504 3
eye 71 39 GEEN_MIS_MATCH 012 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 278 1 0 278 1
eye 71 39 GEEN_MIS_MATCH 012 6 8 0 202 0 1 34 14 494 0 2 14 14 202 0 1 0 14 202 0 1 0 1 14 402 2 0 402 2
eye 71 39 GEEN_MIS_MATCH 012 6 9 0 204 0 1 34 18 1654 0 7 154 46 718 0 3 22 46 204 0 1 0 1 18 696 3 0 696 3
eye 71 39 GEEN_MIS_MIS 014 7 1 0 420 0 2 0 32 420 0 1 0 32 420 0 1 0 32 420 0 1 0 2 32 1142 4 0 1142 4
eye 71 39 GEEN_MIS_MIS 014 7 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
